CLASS;sub-class 1;sub-class 2;sub-class 3;sub-class 4;sub-class 5;Synonym;Modification proposée;NB DE RELATIONS POSITIVE (Facteurs de risque);NB DE RELATIONS NEGATIVES (Facteurs protecteurs)
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence intention effect;;;;;;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence lack of control;;;;;;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence reduction in other activities;;;;;;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence time;;;;;;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence tolerance;;;;;;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Exercise dependence;Exercise dependence withdrawal;;;;;;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Paranoid ideation;;;;;;;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Problems with concentration;;;;;;;
Intrapersonal factor related to DEAB;Psychopathological symptoms;Psychological symptoms;;;;;;;
Intrapersonal factor related to DEAB;Self-efficacy;;;;;;;;2
Intrapersonal factor related to DEAB;Self-efficacy;Perceived behavioral control related to gain muscle mass;;;;;;7;
Intrapersonal factor related to DEAB;Self-efficacy;Psychological skills;;;;;;;
Intrapersonal factor related to DEAB;Self-efficacy;Psychological skills;Concentration;;;;;;
Intrapersonal factor related to DEAB;Self-efficacy;Psychological skills;Confidence/achievement motivation;;;;;;
Intrapersonal factor related to DEAB;Self-efficacy;Psychological skills;Goal setting and mental preparation;;;;;;
Intrapersonal factor related to DEAB;Self-efficacy;Psychological skills;Peaking under pressure;;;;;;
Other behaviors;;;;;;;;;
Other behaviors;Alcohol use;;;;;;;3;
Other behaviors;Avoidance behaviors;;;;;;;;
Other behaviors;Avoidance behaviors;Avoidance and rule driven behaviors;;;;;;1;
Other behaviors;Avoidance behaviors;Fluids avoidance;;;;;;1;
Other behaviors;Compulsive and behavioral addictions;;;;;;;;
Other behaviors;Compulsive and behavioral addictions;Bodybuilding dependence;;;;;;;
Other behaviors;Compulsive and behavioral addictions;Compulsive buying;;;;Compulsive spending;;;
Other behaviors;Compulsive and behavioral addictions;Food and alcohol disturbance-alcohol;;;;Alcohol abuse or dependence;;4;
Other behaviors;Compulsive and behavioral addictions;Hypersexual behavior;;;;Sex addiction;;;
Other behaviors;Compulsive and behavioral addictions;Pathological computer gaming;;;;Video game addiction;;1;
Other behaviors;Compulsive and behavioral addictions;Substance addiction;;;;;;;
Other behaviors;Compulsive and behavioral addictions;Pathological gambling;;;;;;;
Other behaviors;Compulsive and behavioral addictions;Internet addiction;;;;;;;
Other behaviors;Exercise and sport practice;;;;;;;;
Other behaviors;Exercise and sport practice;Maladaptive training behaviors;Injury;;;;;;
Other behaviors;Exercise and sport practice;Maladaptive training behaviors;Training through pain;;;;;;
Other behaviors;Exercise and sport practice;Muscularity and Sports Practices;Exercise activity;;;;;;
Other behaviors;Exercise and sport practice;Muscularity and Sports Practices;Muscularity-oriented behaviors;;;;;;
Other behaviors;Exercise and sport practice;Muscularity and Sports Practices;Muscularity sport;;;;;;
Other behaviors;Sleep;;;;;;;;
Other behaviors;Sleep;Poor sleep;;;;;;;
Other behaviors;Violence;;;;;;;;
Other behaviors;Violence;Psychological abuse;;;;;;1;
Other behaviors;Violence;Self-harm;;;;;;1;
Other behaviors;Violence;Sexual violence;;;;;;;
Other behaviors;Violence;Sexual harassment;;;;;;;
Other behaviors;Violence;Sexual abuse;;;;;;;
Other behaviors;Performance;;;;;;;;
Sociocultural factor related to DEAB;;;;;;;;;
Sociocultural factor related to DEAB;Media exposure;;;;;;;;
Sociocultural factor related to DEAB;Media exposure;Exposure to entertainment TV;;;;;;3;
Sociocultural factor related to DEAB;Media exposure;Exposure to sports on television;;;;;;;2
Sociocultural factor related to DEAB;Media exposure;Exposure to thin ideal TV;;;;;;;
Sociocultural factor related to DEAB;Media exposure;Hours spent on social media;;;;;;;
Sociocultural factor related to DEAB;Media exposure;Interest in body-improvement TV content;;;;;;7;
Sociocultural factor related to DEAB;Media exposure;Media information;;;;;;1;
Sociocultural factor related to DEAB;Media exposure;Sport magazine reading;;;;;;3;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;;;;;"Sociocultural pressure ; Societal pressure";;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure from media;;;;Sociocultural pressure influence of advertisements;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure from media;Pressure from magazines/fashion;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure from media;Severity of the comment made on social media;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure from media;Social media pressures;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure from media;Sociocultural factors;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Information regarding appearance;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived appearance based pressures from the media;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived pressure for a single ideal body in sport;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure be attractive;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure be more muscular;;;"Perceived sociocultural pressure look more muscular ; Sociocultural pressure influence of muscular ideals";;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure change appearance;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure exercise more;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure have a perfect body;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure lean body;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure lose weight;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Sociocultural pressure concern about being fat;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Sociocultural attitudes toward appearance;;;;;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Sociocultural attitudes toward appearance-comparison;;;;;;
Sociocultural factor related to DEAB;Social and Sport pressure;;;;;;;;
Sociocultural factor related to DEAB;Sport specific pressures;;;;;Sport pressure;;;
Sociocultural factor related to DEAB;Sport specific pressures;Pressure regarding appearance and performance;;;;;;;
Sociocultural factor related to DEAB;Sport specific pressures;Sport appearance pressures;;;;;;;
Sociocultural factor related to DEAB;Sport specific pressures;Sport performance pressure;;;;;;;
Sociocultural factor related to DEAB;Sport specific pressures;Uniform influences;;;;;;;
Sociocultural factor related to DEAB;Sport specific pressures;Perceived coach beliefs;;;;;;;
Sociocultural factor related to DEAB;Sport specific pressures;Perceived teammate beliefs;;;;;;;
Intrapersonal factor related to DEAB;Cognitive process;;;;;;;;
Intrapersonal factor related to DEAB;Cognitive process;Cognitive flexibility;;;;;;;
